easting,northing,magnetic_anomaly,extra_coord
-324002.1391350907,4241044.357132625,-123.13410528394978,1500.0
-324002.1391350907,4241544.179538851,-121.43527910096483,1500.0
-324002.1391350907,4242044.001945077,-119.59121664886777,1500.0
-324002.1391350907,4242543.824351303,-117.84716017187004,1500.0
-324002.1391350907,4243043.646757529,-116.33351346537101,1500.0
-324002.1391350907,4243543.469163755,-115.085997382635,1500.0
-324002.1391350907,4244043.291569981,-114.0923405012477,1500.0
-324002.1391350907,4244543.113976207,-113.32118280168801,1500.0
-324002.1391350907,4245042.936382433,-112.73112379210542,1500.0
-324002.1391350907,4245542.758788659,-112.26755685966404,1500.0
-324002.1391350907,4246042.581194885,-111.8566148107745,1500.0
-324002.1391350907,4246542.403601111,-111.41144613518487,1500.0
-324002.1391350907,4247042.226007337,-110.86555993661202,1500.0
-324002.1391350907,4247542.048413563,-110.21872655961955,1500.0
-324002.1391350907,4248041.870819788,-109.54606815522637,1500.0
-324002.1391350907,4248541.693226015,-108.94666218068687,1500.0
-324002.1391350907,4249041.515632241,-108.46384088765325,1500.0
-324002.1391350907,4249541.338038467,-108.00843209404123,1500.0
-324002.1391350907,4250041.160444693,-107.30044574451453,1500.0
-324002.1391350907,4250540.982850919,-105.90046595507972,1500.0
-324002.1391350907,4251040.805257144,-103.43992021248793,1500.0
-324002.1391350907,4251540.627663371,-99.92351743041287,1500.0
-324002.1391350907,4252040.450069597,-95.72788381250328,1500.0
-324002.1391350907,4252540.272475823,-91.30336878105211,1500.0
-324002.1391350907,4253040.094882049,-86.95683332598438,1500.0
-323500.9490217696,4175067.7995107956,30.727041415696064,1500.0
-323500.9490217696,4175567.6219170215,30.023324249144327,1500.0
-323500.9490217696,4176067.4443232478,29.48433469411488,1500.0
-323500.9490217696,4176567.2667294736,29.40172061548452,1500.0
-323500.9490217696,4177067.0891356994,30.179773700388683,1500.0
-323500.9490217696,4177566.9115419257,32.40399911609056,1500.0
-323500.9490217696,4178066.7339481516,37.0224037812982,1500.0
-323500.9490217696,4178566.5563543774,45.38581099258465,1500.0
-323500.9490217696,4179066.3787606033,58.324846145684766,1500.0
-323500.9490217696,4179566.2011668296,74.42050302919618,1500.0
-323500.9490217696,4180066.0235730554,89.68167346601682,1500.0
-323500.9490217696,4180565.8459792812,99.552454250072,1500.0
-323500.9490217696,4181065.6683855075,101.84766223220383,1500.0
-323500.9490217696,4181565.4907917334,97.96956476031542,1500.0
-323500.9490217696,4182065.313197959,90.97663084525168,1500.0
-323500.9490217696,4182565.1356041855,83.23965129137419,1500.0
-323500.9490217696,4183064.9580104114,75.84269540965536,1500.0
-323500.9490217696,4183564.780416637,68.99847340600338,1500.0
-323500.9490217696,4184064.6028228635,62.66996010851036,1500.0
-323500.9490217696,4184564.4252290893,57.05111103427087,1500.0
-323500.9490217696,4185064.247635315,52.47123849031084,1500.0
-323500.9490217696,4185564.070041541,48.86032796516159,1500.0
-323500.9490217696,4186063.8924477673,45.6029076343621,1500.0
-323500.9490217696,4186563.714853993,41.98116738186908,1500.0
-323500.9490217696,4187063.537260219,37.579176750071476,1500.0
-323500.9490217696,4187563.3596664453,32.34384052149155,1500.0
-323500.9490217696,4188063.182072671,26.4561890032432,1500.0
-323500.9490217696,4188563.004478897,20.170130331585117,1500.0
-323500.9490217696,4189062.8268851233,13.657282964671166,1500.0
-323500.9490217696,4189562.649291349,6.903358948287449,1500.0
-323500.9490217696,4190062.471697575,-0.25599238889305587,1500.0
-323500.9490217696,4190562.2941038013,-8.001711645147552,1500.0
-323500.9490217696,4191062.116510027,-16.42477994857549,1500.0
-323500.9490217696,4191561.938916253,-25.482264056155323,1500.0
-323500.9490217696,4192061.7613224788,-34.98977583856677,1500.0
-323500.9490217696,4192561.583728705,-44.67183839407981,1500.0
-323500.9490217696,4193061.406134931,-54.3273000694072,1500.0
-323500.9490217696,4193561.2285411567,-63.93870225275081,1500.0
-323500.9490217696,4194061.050947383,-73.48420824939062,1500.0
-323500.9490217696,4194560.873353609,-82.67207379804046,1500.0
-323500.9490217696,4195060.695759835,-91.00952838328837,1500.0
-323500.9490217696,4195560.518166061,-98.20276449682358,1500.0
-323500.9490217696,4196060.340572286,-104.3490104229966,1500.0
-323500.9490217696,4196560.162978513,-109.69576484173643,1500.0
-323500.9490217696,4197059.985384739,-114.50381717900417,1500.0
-323500.9490217696,4197559.807790965,-119.15818226655907,1500.0
-323500.9490217696,4198059.630197191,-124.11969496489958,1500.0
-323500.9490217696,4198559.4526034165,-129.72267221927623,1500.0
-323500.9490217696,4199059.275009642,-136.07212799439444,1500.0
-323500.9490217696,4199559.097415869,-143.0490104210331,1500.0
-323500.9490217696,4200058.919822095,-150.3329170654295,1500.0
-323500.9490217696,4200558.742228321,-157.45398659695778,1500.0
-323500.9490217696,4201058.564634547,-163.96864390827372,1500.0
-323500.9490217696,4201558.3870407725,-169.63556315774116,1500.0
-323500.9490217696,4202058.209446998,-174.35827457779084,1500.0
-323500.9490217696,4202558.031853224,-178.11429853660061,1500.0
-323500.9490217696,4203057.854259451,-181.06038221975027,1500.0
-323500.9490217696,4203557.676665677,-183.46539964351285,1500.0
-323500.9490217696,4204057.499071903,-185.38987638250754,1500.0
-323500.9490217696,4204557.321478128,-186.58067292607464,1500.0
-323500.9490217696,4205057.143884354,-186.82474264579386,1500.0
-323500.9490217696,4205556.96629058,-186.30008881141086,1500.0
-323500.9490217696,4206056.788696807,-185.38317682934527,1500.0
-323500.9490217696,4206556.611103033,-184.27909887789102,1500.0
-323500.9490217696,4207056.433509259,-183.07197290561382,1500.0
-323500.9490217696,4207556.255915484,-181.99061739027695,1500.0
-323500.9490217696,4208056.07832171,-181.35771490871576,1500.0
-323500.9490217696,4208555.900727936,-181.32251221776863,1500.0
-323500.9490217696,4209055.723134162,-181.79457512141965,1500.0
-323500.9490217696,4209555.545540389,-182.56647490581912,1500.0
-323500.9490217696,4210055.3679466145,-183.34734209566022,1500.0
-323500.9490217696,4210555.19035284,-183.78624224092923,1500.0
-323500.9490217696,4211055.012759066,-183.70381337494737,1500.0
-323500.9490217696,4211554.835165292,-183.21555941421246,1500.0
-323500.9490217696,4212054.657571518,-182.4703208442381,1500.0
-323500.9490217696,4212554.479977745,-181.40183980292355,1500.0
-323500.9490217696,4213054.3023839705,-179.863733827972,1500.0
-323500.9490217696,4213554.124790196,-177.90970121880378,1500.0
-323500.9490217696,4214053.947196422,-175.77036694556077,1500.0
-323500.9490217696,4214553.769602648,-173.62080004792222,1500.0
-323500.9490217696,4215053.592008874,-171.52635709920037,1500.0
-323500.9490217696,4215553.4144151,-169.54939343178037,1500.0
-323500.9490217696,4216053.236821326,-167.75615580384957,1500.0
-323500.9490217696,4216553.059227552,-166.12798183493283,1500.0
-323500.9490217696,4217052.881633778,-164.55933548543027,1500.0
-323500.9490217696,4217552.704040004,-162.9577946555876,1500.0
-323500.9490217696,4218052.52644623,-161.29988316267037,1500.0
-323500.9490217696,4218552.348852456,-159.58475403744197,1500.0
-323500.9490217696,4219052.171258682,-157.80973831695974,1500.0
-323500.9490217696,4219551.993664908,-156.0190334331131,1500.0
-323500.9490217696,4220051.816071134,-154.3111801619852,1500.0
-323500.9490217696,4220551.63847736,-152.77562357174665,1500.0
-323500.9490217696,4221051.460883586,-151.45139515480676,1500.0
-323500.9490217696,4221551.283289812,-150.32719016863965,1500.0
-323500.9490217696,4222051.105696037,-149.32649899213305,1500.0
-323500.9490217696,4222550.928102264,-148.27198296579246,1500.0
-323500.9490217696,4223050.75050849,-146.91462937113437,1500.0
-323500.9490217696,4223550.572914716,-145.092907840753,1500.0
-323500.9490217696,4224050.395320942,-142.88381003049844,1500.0
-323500.9490217696,4224550.2177271675,-140.5428096747766,1500.0
-323500.9490217696,4225050.040133393,-138.32269149325475,1500.0
-323500.9490217696,4225549.86253962,-136.37811057528705,1500.0
-323500.9490217696,4226049.684945846,-134.77402306365983,1500.0
-323500.9490217696,4226549.507352072,-133.52196156620462,1500.0
-323500.9490217696,4227049.329758298,-132.60299124393822,1500.0
-323500.9490217696,4227549.1521645235,-131.97192291141863,1500.0
-323500.9490217696,4228048.974570749,-131.55076310134902,1500.0
-323500.9490217696,4228548.796976975,-131.2300018233751,1500.0
-323500.9490217696,4229048.619383202,-130.90285791327952,1500.0
-323500.9490217696,4229548.441789428,-130.5274151393298,1500.0
-323500.9490217696,4230048.264195654,-130.15534623407572,1500.0
-323500.9490217696,4230548.086601879,-129.88816241874494,1500.0
-323500.9490217696,4231047.909008105,-129.8104696267119,1500.0
-323500.9490217696,4231547.731414331,-129.95216051449847,1500.0
-323500.9490217696,4232047.553820558,-130.2689105897843,1500.0
-323500.9490217696,4232547.376226784,-130.6247085082739,1500.0
-323500.9490217696,4233047.19863301,-130.82173647408607,1500.0
-323500.9490217696,4233547.021039235,-130.7244983137421,1500.0
-323500.9490217696,4234046.843445461,-130.35464180130944,1500.0
-323500.9490217696,4234546.665851687,-129.81239480434448,1500.0
-323500.9490217696,4235046.488257913,-129.18149591938874,1500.0
-323500.9490217696,4235546.31066414,-128.55968796922542,1500.0
-323500.9490217696,4236046.1330703655,-128.07387522711673,1500.0
-323500.9490217696,4236545.955476591,-127.8164204980204,1500.0
-323500.9490217696,4237045.777882817,-127.81351657573639,1500.0
-323500.9490217696,4237545.600289043,-128.04347496085,1500.0
-323500.9490217696,4238045.422695269,-128.4303515039174,1500.0
-323500.9490217696,4238545.245101496,-128.8178391834621,1500.0
-323500.9490217696,4239045.0675077215,-129.02245163497327,1500.0
-323500.9490217696,4239544.889913947,-128.94771647721822,1500.0
-323500.9490217696,4240044.712320173,-128.5652137596166,1500.0
-323500.9490217696,4240544.534726399,-127.79288268481208,1500.0
-323500.9490217696,4241044.357132625,-126.54706092103463,1500.0
-323500.9490217696,4241544.179538851,-124.92035335516238,1500.0
-323500.9490217696,4242044.001945077,-123.16698800394137,1500.0
-323500.9490217696,4242543.824351303,-121.5236455601567,1500.0
-323500.9490217696,4243043.646757529,-120.11488553800558,1500.0
-323500.9490217696,4243543.469163755,-118.97417175457251,1500.0
-323500.9490217696,4244043.291569981,-118.09060770109653,1500.0
-323500.9490217696,4244543.113976207,-117.43662068558051,1500.0
-323500.9490217696,4245042.936382433,-116.97463525136224,1500.0
-323500.9490217696,4245542.758788659,-116.64918706402939,1500.0
-323500.9490217696,4246042.581194885,-116.37154143045817,1500.0
-323500.9490217696,4246542.403601111,-116.01875585608033,1500.0
-323500.9490217696,4247042.226007337,-115.48294392838912,1500.0
-323500.9490217696,4247542.048413563,-114.75744988438456,1500.0
-323500.9490217696,4248041.870819788,-113.96123078667375,1500.0
-323500.9490217696,4248541.693226015,-113.25296609049839,1500.0
-323500.9490217696,4249041.515632241,-112.71395548109702,1500.0
-323500.9490217696,4249541.338038467,-112.2594578094615,1500.0
-323500.9490217696,4250041.160444693,-111.57409036289847,1500.0
-323500.9490217696,4250540.982850919,-110.13906755263612,1500.0
-323500.9490217696,4251040.805257144,-107.50446621463057,1500.0
-323500.9490217696,4251540.627663371,-103.67202115593568,1500.0
-323500.9490217696,4252040.450069597,-99.09334426620761,1500.0
-323500.9490217696,4252540.272475823,-94.29204828963448,1500.0
-323500.9490217696,4253040.094882049,-89.6078108695226,1500.0
-322999.7589084484,4175067.7995107956,30.888595154823616,1500.0
-322999.7589084484,4175567.6219170215,29.687057692830173,1500.0
-322999.7589084484,4176067.4443232478,28.693942517879265,1500.0
-322999.7589084484,4176567.2667294736,28.507323817816875,1500.0
-322999.7589084484,4177067.0891356994,29.91776351087718,1500.0
-322999.7589084484,4177566.9115419257,33.65679601757152,1500.0
-322999.7589084484,4178066.7339481516,40.35677943564696,1500.0
-322999.7589084484,4178566.5563543774,50.71551677942897,1500.0
-322999.7589084484,4179066.3787606033,65.00338596678286,1500.0
-322999.7589084484,4179566.2011668296,81.82967663857833,1500.0
-322999.7589084484,4180066.0235730554,97.52639139305865,1500.0
-322999.7589084484,4180565.8459792812,107.47180528107702,1500.0
-322999.7589084484,4181065.6683855075,109.37171624435405,1500.0
-322999.7589084484,4181565.4907917334,105.04236197077594,1500.0
-322999.7589084484,4182065.313197959,98.00679717717705,1500.0
-322999.7589084484,4182565.1356041855,90.77208961483949,1500.0
-322999.7589084484,4183064.9580104114,84.3199513818391,1500.0
-322999.7589084484,4183564.780416637,78.52685177829656,1500.0
-322999.7589084484,4184064.6028228635,72.95107243532871,1500.0
-322999.7589084484,4184564.4252290893,67.61376077485426,1500.0
-322999.7589084484,4185064.247635315,62.92787737120667,1500.0
-322999.7589084484,4185564.070041541,58.94965641816436,1500.0
-322999.7589084484,4186063.8924477673,55.10157423169833,1500.0
-322999.7589084484,4186563.714853993,50.68056532634265,1500.0
-322999.7589084484,4187063.537260219,45.34353782512083,1500.0
-322999.7589084484,4187563.3596664453,39.1503603528147,1500.0
-322999.7589084484,4188063.182072671,32.38319148698105,1500.0
-322999.7589084484,4188563.004478897,25.36242322414496,1500.0
-322999.7589084484,4189062.8268851233,18.284642690938696,1500.0
-322999.7589084484,4189562.649291349,11.11063660148501,1500.0
-322999.7589084484,4190062.471697575,3.611586241642247,1500.0
-322999.7589084484,4190562.2941038013,-4.468858444397203,1500.0
-322999.7589084484,4191062.116510027,-13.285182597634284,1500.0
-322999.7589084484,4191561.938916253,-22.82883985792116,1500.0
-322999.7589084484,4192061.7613224788,-32.90763492258645,1500.0
-322999.7589084484,4192561.583728705,-43.204557632807116,1500.0
-322999.7589084484,4193061.406134931,-53.47124148115884,1500.0
-322999.7589084484,4193561.2285411567,-63.65778470788938,1500.0
-322999.7589084484,4194061.050947383,-73.72616071643519,1500.0
-322999.7589084484,4194560.873353609,-83.38317309503611,1500.0
-322999.7589084484,4195060.695759835,-92.14814750919965,1500.0
-322999.7589084484,4195560.518166061,-99.7354482060106,1500.0
-322999.7589084484,4196060.340572286,-106.248452016335,1500.0
-322999.7589084484,4196560.162978513,-111.97052894657494,1500.0
-322999.7589084484,4197059.985384739,-117.20229898392046,1500.0
-322999.7589084484,4197559.807790965,-122.31512334196749,1500.0
-322999.7589084484,4198059.630197191,-127.7226027961945,1500.0
-322999.7589084484,4198559.4526034165,-133.73349446940358,1500.0
-322999.7589084484,4199059.275009642,-140.4581975574317,1500.0
-322999.7589084484,4199559.097415869,-147.79038254867297,1500.0
-322999.7589084484,4200058.919822095,-155.41343018619827,1500.0
-322999.7589084484,4200558.742228321,-162.8564392553073,1500.0
-322999.7589084484,4201058.564634547,-169.6645115108949,1500.0
-322999.7589084484,4201558.3870407725,-175.56316666933873,1500.0
-322999.7589084484,4202058.209446998,-180.4315597887664,1500.0
-322999.7589084484,4202558.031853224,-184.25011080332484,1500.0
-322999.7589084484,4203057.854259451,-187.1717277289076,1500.0
-322999.7589084484,4203557.676665677,-189.45255313078707,1500.0
-322999.7589084484,4204057.499071903,-191.1672588818633,1500.0
-322999.7589084484,4204557.321478128,-192.10590334109833,1500.0
-322999.7589084484,4205057.143884354,-192.08799216946534,1500.0
-322999.7589084484,4205556.96629058,-191.28954036513886,1500.0
-322999.7589084484,4206056.788696807,-190.08438111947314,1500.0
-322999.7589084484,4206556.611103033,-188.70235969738843,1500.0
-322999.7589084484,4207056.433509259,-187.2556688549502,1500.0
-322999.7589084484,4207556.255915484,-185.98238657705943,1500.0
-322999.7589084484,4208056.07832171,-185.22916206108806,1500.0
-322999.7589084484,4208555.900727936,-185.2153634064573,1500.0
-322999.7589084484,4209055.723134162,-185.92162558756795,1500.0
-322999.7589084484,4209555.545540389,-187.124556321474,1500.0
-322999.7589084484,4210055.3679466145,-188.4125883008393,1500.0
-322999.7589084484,4210555.19035284,-189.28918849604807,1500.0
-322999.7589084484,4211055.012759066,-189.50014897422272,1500.0
-322999.7589084484,4211554.835165292,-189.1827833597481,1500.0
-322999.7589084484,4212054.657571518,-188.53993738905217,1500.0
-322999.7589084484,4212554.479977745,-187.52590203947327,1500.0
-322999.7589084484,4213054.3023839705,-185.98596428244548,1500.0
-322999.7589084484,4213554.124790196,-183.98076793282445,1500.0
-322999.7589084484,4214053.947196422,-181.77558258635838,1500.0
-322999.7589084484,4214553.769602648,-179.58070390555238,1500.0
-322999.7589084484,4215053.592008874,-177.47944491358234,1500.0
-322999.7589084484,4215553.4144151,-175.53891009277694,1500.0
-322999.7589084484,4216053.236821326,-173.81609732506269,1500.0
-322999.7589084484,4216553.059227552,-172.25798443237005,1500.0
-322999.7589084484,4217052.881633778,-170.70931671651653,1500.0
-322999.7589084484,4217552.704040004,-169.05723271911907,1500.0
-322999.7589084484,4218052.52644623,-167.30452386055558,1500.0
-322999.7589084484,4218552.348852456,-165.4775148895415,1500.0
-322999.7589084484,4219052.171258682,-163.57630524695253,1500.0
-322999.7589084484,4219551.993664908,-161.65282902577286,1500.0
-322999.7589084484,4220051.816071134,-159.8254937483819,1500.0
-322999.7589084484,4220551.63847736,-158.1879336780509,1500.0
-322999.7589084484,4221051.460883586,-156.76826985764993,1500.0
-322999.7589084484,4221551.283289812,-155.55700900378199,1500.0
-322999.7589084484,4222051.105696037,-154.49325307889873,1500.0
-322999.7589084484,4222550.928102264,-153.39211271879756,1500.0
-322999.7589084484,4223050.75050849,-151.95244724863267,1500.0
-322999.7589084484,4223550.572914716,-149.96316382994607,1500.0
-322999.7589084484,4224050.395320942,-147.51878447139046,1500.0
-322999.7589084484,4224550.2177271675,-144.9371262289401,1500.0
-322999.7589084484,4225050.040133393,-142.51575420542855,1500.0
-322999.7589084484,4225549.86253962,-140.42217167588754,1500.0
-322999.7589084484,4226049.684945846,-138.71919089801995,1500.0
-322999.7589084484,4226549.507352072,-137.4145009749849,1500.0
-322999.7589084484,4227049.329758298,-136.4873923039065,1500.0
-322999.7589084484,4227549.1521645235,-135.89000442831548,1500.0
-322999.7589084484,4228048.974570749,-135.53105243525232,1500.0
-322999.7589084484,4228548.796976975,-135.26553962873686,1500.0
-322999.7589084484,4229048.619383202,-134.93704342813643,1500.0
-322999.7589084484,4229548.441789428,-134.479083272561,1500.0
-322999.7589084484,4230048.264195654,-133.96569927744426,1500.0
-322999.7589084484,4230548.086601879,-133.53308738266043,1500.0
-322999.7589084484,4231047.909008105,-133.27538068899065,1500.0
-322999.7589084484,4231547.731414331,-133.21243925386096,1500.0
-322999.7589084484,4232047.553820558,-133.29931222343862,1500.0
-322999.7589084484,4232547.376226784,-133.42962712111756,1500.0
-322999.7589084484,4233047.19863301,-133.4594842975192,1500.0
-322999.7589084484,4233547.021039235,-133.29073363256992,1500.0
-322999.7589084484,4234046.843445461,-132.93321936305193,1500.0
-322999.7589084484,4234546.665851687,-132.45483681078505,1500.0
-322999.7589084484,4235046.488257913,-131.92174906515106,1500.0
-322999.7589084484,4235546.31066414,-131.41810362749564,1500.0
-322999.7589084484,4236046.1330703655,-131.04453245234848,1500.0
-322999.7589084484,4236545.955476591,-130.85842223237867,1500.0
-322999.7589084484,4237045.777882817,-130.85641583365157,1500.0
-322999.7589084484,4237545.600289043,-131.01210868151986,1500.0
-322999.7589084484,4238045.422695269,-131.27586413398194,1500.0
-322999.7589084484,4238545.245101496,-131.5346601474717,1500.0
-322999.7589084484,4239045.0675077215,-131.64243488174483,1500.0
-322999.7589084484,4239544.889913947,-131.51261655081245,1500.0
-322999.7589084484,4240044.712320173,-131.114614932676,1500.0
-322999.7589084484,4240544.534726399,-130.39061021689542,1500.0
-322999.7589084484,4241044.357132625,-129.29058787923256,1500.0
-322999.7589084484,4241544.179538851,-127.89455610498467,1500.0
-322999.7589084484,4242044.001945077,-126.40271938479165,1500.0
